block_number,reserveA,reserveB,total_reserveA,total_reserveB
18448071,729239264526091894327,998655519221000249552,814419897885950969804,1115305998389651883822
18448232,729183718311058256215,998710665846928013541,814357863455036110541,1115367586556446538543
18448261,729228488783048137070,998666235222803866914,814407863455036110540,1115317966101100223501
18448276,728558162143383619299,999331739779706441313,813659237619891881070,1116061206597931475977
18448420,728524367706535660518,999326443656254044693,813623414807294914425,1116057924259239626242
18448571,727677253361636895533,1000167464548895684231,812677348901224337576,1116997184935927121262
18448619,726830139430233077921,1001008485441537324531,811731283456949118577,1117936445612614617133
18448643,725982892774581417537,1001849638514397939520,810785069784885586167,1118875853909513459846
18449212,770747782868512076737,957425044614411437391,860785777042331752931,1069270491990246117273
18449220,815517794375719416104,912996514101505475904,910785777042331752929,1019651864456775865947
18449379,812654396454281129975,912842154301467264426,907753334368485035345,1019665325056647215743
18450005,815403314486865868182,910114238574110667338,910823937961933799063,1016618181512985240242
18450085,813578171922110318678,911507195625641428939,908808414297259000009,1018200140645351443630
18450156,810825517236801256210,914239915003921826506,905733558277273314970,1021252727908142663945
18450415,809563075982591922738,915493214844429684950,904323346850790663316,1022652727908142663944
18450941,804999014508931884385,920024235292680558455,899225056835422238742,1027714109408822307827
18451049,804911885969515780524,920110733190684335452,899127729802225524178,1027810731983318301702
18451720,804177589551838377370,921198607720505180539,898287837075136558333,1029003438540285167496
18451807,803260736327381393496,922108825446060932663,897263687545712574688,1030020176040285123418
18452451,803249565687997103698,922119915243670536836,897251209643291976104,1030032563640285123416
18452473,803178332525473705734,922190632894387448636,897171640299004696523,1030111557144121672177
18452536,803196237200486790066,922172864903911529575,897191640299004696521,1030091709824398823686
18452599,803146285993321963060,922222454617228824631,897135843467028328570,1030147102858096509917
18452659,803235540798262188458,922133881184891180298,897235543467028328569,1030048163969484550340
18452751,803162988307400268721,922205908616626762280,897154500397764128002,1030128620533686856116
18452804,792065705612452636544,933222916286809677817,884758539357602283909,1042434912228042587041
18452967,792010226172889542873,933277994579000400443,884696567342446967715,1042496436150873325551
18453027,791968842931815724712,933319078597248132583,884650341157337686231,1042542328096097362140
18453180,792147819011081916571,933141467682889696189,884850262216095133854,1042343931962988392171
18453483,792094232985117004019,933194666249371783211,884790405194478429732,1042403356182018573627
18453518,792025689897880025851,933262713730895764988,884713840736104414648,1042479367035579729260
18453572,791962872164589887455,933325077258420012647,884643671650941760074,1042549028760775717234
18453619,791904868030845275323,933382661993302676138,884578879484982619213,1042613352447009152763
18453629,791875978776058699363,933411342365065297036,884546609416114612008,1042645389187962743854
18453659,791822818649083684454,933464118120340358020,884487228135040069534,1042704341115586667384
18453762,791955721501588039932,933249534816299437872,884640142202850413048,1042469899232844483641
18453775,791906766806362600585,933298135543629823286,884585458225741671336,1042524187816371849315
18453803,791735846415169494683,933467820102311442946,884394534623493117049,1042713730953754732568
18453804,791678718224043707945,933524535234250206862,884330720587241841278,1042777083589541278782
18453925,791622545649294004014,933580301661117061779,884267974005374538376,1042839376491094033670
18453931,791562218751660434325,933640192375635638484,884200586910550562315,1042906276355278218081
18453954,791571171044052790972,933631308365771044999,884210586910550562314,1042896352629069075784
18454053,791495301632019644854,933706629219820423426,884125838324704637027,1042980488457914083581
18454086,791656442895082064499,933546717043102706374,884305838324704637019,1042801861387093376225
18454111,789833027553071906953,935686986778016267667,882251285661234374815,1045171597367675300186
18454252,789755937431133496932,935763519599395688740,882165175234322183521,1045257085284363791462
18454257,789698118099073253998,935820920945688210472,882100590469863475797,1045321203154595370464
18454337,789639788460686391611,935878828911157200618,882035435688202352691,1045385886923446262217
18454759,789584728369740930752,935933490966978143350,881973933023296391577,1045446944979190420646
18454783,789538080400924694174,935979801714134956446,881921826781817594322,1045498674540748018744
18454829,784145587236164027758,941333320544082903322,875898358704939991759,1051478607901050347744
18454921,784093051559251481539,941385476600468410110,875839675835419113540,1051536866730696517850
18455234,784002311367029576997,941475561111714061397,875738318145304611996,1051637492018690440588
18455335,783289040882892997939,942183677727769530089,874941587976140568063,1052428465266350739871
18455356,782050031347684421133,943413735262907923515,873557602099061194400,1053802451671015511250
18455409,781666483872526911879,943794511737508398373,873129175784554998986,1054227782750555924832
18455493,780935703026608897371,944520013172701662982,872312886368493006458,1055038175012742402404
18455640,780577875669381411890,944881393764096315847,871912863695779131943,1055441446099429140338
18455715,780582889055793925827,944876418584692163301,871918463695779131942,1055435888777018541730
18455957,780538744635390621472,944920244109502663473,871869153961017525405,1055484842302389376822
18455969,763412838894708320070,961922517977635535829,852739355406405460241,1074476542887024770467
18456006,763345097060582504344,961989771117334144510,852663687137516858300,1074551665279619949583
18456253,763297261342194418086,962037261747018925308,852610254188022954048,1074604712761771123805
18456316,763241302145766876712,962092817253325669841,852547747236790943760,1074666768787323274375
18456324,762804742422293955678,962526227692821305243,852060105900119578354,1075150892344030825647
18456330,762728975730983835280,962601447824384957795,851975473789920054676,1075234913941828476605
18456675,762677017168368972653,962653031574344503744,851917435584463370898,1075292533478007138205
18456692,762623368957208667349,962706292785881839134,851857510025614006123,1075352026754620443542
18456937,761776077474065224166,963547472420265220590,850911077431916523813,1076291632355495087955
18457020,761702514274659154401,963605698406883139378,850829673969074076588,1076357642052680459142
18457448,761648153156550446820,963659667412865451828,850768952031663813341,1076417925996745016046
18457454,761576153378521956000,963731147851973872428,850688527526666397484,1076497770394737712911
18457915,761217176216227641960,964087535733775888395,850287546282370436768,1076895859385646307139
18457970,760890572172566827201,964411784066434877307,849922726150130842941,1077258048164061951105
18458053,735641734328708669728,989478693522234691847,821719510238148722324,1105258048164061951103
18458291,735460443144926857290,989658679748494980554,821517006090007066920,1105459094661005436546
18458297,735279577120866540176,989838243894154880748,821314976849720440876,1105659669689504368928
18458303,735103672924592428095,990012881945375388725,821118490022959451753,1105854742218999736728
18458310,734901464845850690160,990213634567618696298,820892621484408574809,1106078984997421391955
18458315,734856110453260924994,990258662510863119951,820841960153591041643,1106129281680906325947
18458461,734802572399848982467,990311815212544099080,820782157588054285895,1106188653804529769613
18458618,734825792331141473529,990288771631730964584,820808094494131046805,1106162913883782639809
18459079,734774612841211307551,990339582747056112152,820750926468668175734,1106219670430959418095
18459263,734718150254529619062,990395638934729542753,820687857168885729379,1106282285778799711961
18459408,734674513729800409586,990438961379450075234,820639114714433085710,1106330677402598163390
18459459,734602591329980893286,990510366110087725974,820558776641704279068,1106410437233437286977
18459578,734617536123664167735,990495534817212256096,820575470132534073620,1106393870524196747842
18459646,734552707580081673684,990559896752388385689,820503055971406210897,1106465763478855131657
18459722,734495690753256614104,990616503198226963107,820439367579587638009,1106528993470820233899
18459839,734433683975779725971,990678063681454084902,820370105360708431114,1106597757174355317819
18460011,734377472055835327719,990733871017583495635,820307316058292892019,1106660094552418569860
18460178,734323700645196076584,990787255411603616299,820247252830292893152,1106719725478807763413
18460218,734272843768772316242,990837746250124226535,820190445167490416491,1106776124273444570306
18460251,734204011136985237971,990906083467447376536,820113558397965174415,1106852457659832794584
18460309,734041698504446562417,991067227885377509875,819932253490030806755,1107032457659832785283
18460383,733711616183132777103,991394934547902893766,819563548085278663852,1107398509428874768899
18460460,733763276890235094674,991343666161111557845,819621253635355169612,1107341242104688329715
18460472,733801419787987026491,991305812928078072963,819663859651024444065,1107298959647538736975
18460478,733750778262934681982,991356089980352379562,819607292537955881577,1107355119640702747355
18460481,733849255407225324111,991258360691991300141,819717292537955881576,1107245955003596792151
18460611,733810838097207175855,991296501507101116932,819674380000915569794,1107288558692933044835
18460709,733846625371709079262,991260986009198534736,819714354760780569793,1107248887510371597635
18460826,733803690661446087928,991303611712294006811,819666396240425935215,1107296500866488662535
18461152,734072264691329657369,991037077310706364837,819966396240425935214,1106998779152624680608
18461232,734130174861185522627,991326316349115258336,820013767600167273045,1107298481150624769300
18461251,734079530905945909790,991376595808842428651,819957198967022529061,1107354642647067241286
18461378,734014421217996262676,991441236890427652503,819884472300347975253,1107426845886584636220
18461603,732821024775240875498,991373198749757173499,818613949310295850793,1107435379215308103677
18461758,732540234164450469976,991223708562717217167,818321657936107439359,1107297307023444896393
18461857,732353357566456159464,991409240270168101433,818153322689707113190,1107559289094557171132
18461989,732314855028926346810,991447465719853898923,818110309329166681901,1107601992904608189441
18462018,732261340504912232798,991500595121985830355,818050525230163172546,1107661346762193000036
18462050,732211845861239069183,991549733574653805421,817995231966661110531,1107716242104594002914
18462425,731654856630349902977,991383098671477849794,817408897182501816575,1107578741570276600345
18463035,730244892054424273679,991292808154811374912,815907986656311739734,1107578742540789268842
18463274,727969659915820536994,993551669314484836481,813365853060332330346,1110102584721650367243
18463718,727920285825687483822,993600688176156266319,813310687026428125632,1110157353856182758873
18463779,726364066899542274420,995145711395435076385,811571912178917170715,1111883619658100995925
18464097,726304372396084393985,995204976474053548065,811505215071329408876,1111949836966158552908
18464166,726145408087261340095,995362797250002254560,811327603080375059730,1112126171279425134601
18464374,726093971922666242555,995413863404173846069,811270133075514031636,1112183227868919661019
18464385,722067032197120030902,999411839711014695841,806770803714081322854,1116650196189693677530
18464420,722108079094303435165,999371104292202376451,806816665714081322852,1116604682206767681117
18464501,722165641461225918556,999313978730504286027,806880980569842607669,1116540855396695004638
18464592,722123613690701825371,999355704266612473417,806834022632847670492,1116587475644955021412
18464600,719869885740178490104,1001593226462733677452,804315915824309386180,1119087475644955021411
18464695,719797894783651804036,1001664699806023189482,804235479799304266632,1119167333336884751434
18464728,719743927536282028312,1001718279032140499664,804175181797050558061,1119227197800140346168
18464767,719700211405978244208,1001761680847331008549,804126337443260943127,1119275690967343052497
18464826,719646243017575509107,1001815261209304323787,804066038166122720164,1119335556699698912499
18465166,715133330820888979450,1006295732009169027263,799023728189813025568,1124341619664830277684
18465169,715063376218779502277,1006365183829591723107,798945567398569540834,1124419218694398668295
18465179,715018458922401827210,1006409778295308792990,798895380973094588865,1124469044418803073545
18465195,714957350074118000853,1006470447942485225304,798827103607634527792,1124536831061636834631
18465295,714889179574095167091,1006538128490474462181,798750936206769176729,1124612451035492918222
18465475,714822187737746151161,1006604638848629399794,798676085735492123239,1124686763547643898044
18465490,714756941431403492936,1006669416224584147257,798603185557724318084,1124759139786041712071
18465578,714717892660918822635,1006708184349621911008,798559556079375050489,1124802455697169844322
18465678,714200335076123683605,1006686842905078323810,798007418202248474067,1124815446017998516088
18465817,714135351915557134338,1006751359041392597701,797934809661418250410,1124887532732109411216
18465896,714084818447059445481,1006801529335089391109,797878346396493644698,1124943590205870130393
18466005,714023265551454975190,1006862639863265952599,797809570641440322857,1125011871684357473522
18466086,713970625485851987618,1006914901617760447064,797750753583000606880,1125070266039171695346
18466559,713921035903226552466,1006964134813798589707,797695344963237872273,1125125276452539893756
18466898,713866938656560755188,1007017843280155718138,797634899732364350256,1125185287282090521360
18466921,713812959818579194708,1007071434190470851346,797574586804716911802,1125245166761109709233
18467067,713760424835175351220,1007123591624310154096,797515887159235884856,1125303444553871764231
18467070,713689744059825955626,1007193764445476759859,797436912423040763277,1125381851730537625799
18467367,713632729146683272374,1007250369617559230724,797373207155202757253,1125445099176683967832
18467368,713590587479179058242,1007292208432666584067,797326120418285739290,1125491847523309850630
18467662,713606797662791309868,1007276121180751199987,797344232768753368990,1125473872529829069773
18467670,713539929927648081927,1007342508370318580319,797269518509935510044,1125548049853958610782
18467708,713471211543341543458,1007410732912018276914,797192736439485143006,1125624280132363623838
18467982,713417971458380843738,1007463590390570654731,797133248953050642895,1125683340115845384427
18468029,713373585595009898574,1007507657279065365626,797083654677475918610,1125732577986774305848
18468455,713316670733419233229,1007564163128955869770,797020061201633507811,1125795714455871087825
18468530,713264993983367939138,1007615468511967273660,796962320497990291689,1125853040214801800270
18468537,713243998459901635771,1007636313154761933404,796938861277023441161,1125876330850164133941
18469391,713280655861171394196,1007599933741816733149,796979820202283768574,1125835682533474365919
18469494,713105774123426783108,1007773558728575577650,796456909071096393098,1125566841209751930134
18469637,713056707530410060853,1007822272717952588767,796402107345418620013,1125621249117829001888
18469883,713012689746875239273,1007865974180911726206,796352944557666130729,1125670058611978877071
18470449,712870866645169212413,1007766889544483306750,796206196053333001568,1125575863983373346489
18470597,711405004577089160475,1009222218306376574785,794568973218491264275,1127201322157821101494
18470883,710494172361263726688,1010126506138951282010,793551663790181901538,1128211322157821101502
18470957,697071554862439459773,1023452736594234004873,778559928652915727192,1143095402508115543698
18470959,690612331593539225903,1029865613439521823466,771345615613875389380,1150257951179481861900
18471142,690665882167440251580,1029812468269309257890,771405426304334466902,1150198593284814782246
18471336,693157014930246011278,1027340196403302890731,774187775020970500778,1147437310322998370693
18472026,693069848420348852641,1027426737509806212719,774090418657404858086,1147533968172877307517
18472581,692438585213859651059,1028053471651194623661,773385360139987041741,1148233968172877307516
18473510,692474398593367560255,1028017929433619406303,773425360139987041739,1148194271033915743671
18473819,692030055051759623377,1028459085113306416955,772831787048365056527,1148542417850327404878
18474105,691988940966381536255,1028499904238890061254,772785872464390478132,1148588003034872894001
18474220,690743858199754587590,1028437972335089444598,771456485950448814539,1148609770086718493938
18474480,691191546352475700070,1027993673616603638968,771956485950448814538,1148113555572457512700
18475102,650940155498807904577,968062073732876177170,731708428108205238389,1088178647911896289452
18475205,650496569509731492933,968502477484669025788,731209802229841341580,1088673696702841391289
18475387,649696319305493228145,969463505468879535418,730197888175595370670,1089586293352270566234
18475406,649740673530617459729,969419487019881843959,730247738175595370669,1089536820733227197594
18475603,649831428414522607599,969329419184148178562,730349738175595370661,1089435592911103205408
18475797,649740709828939712551,969419487019881843958,730247778971514118769,1089536820733227197591
18475799,650458741116306911971,968706891633368063235,731054778971514118819,1088735930177294452376
18475885,683635679451824081612,935781464359250953981,768342554181050786465,1051730829873602174045
18476300,689610635297335442889,929851875417544854123,775057845634446490272,1045066526576314663815
18476343,716303248210614230067,903362201278948344545,805057845634446490271,1015294610775499212228
18476364,729649554667253623656,890117527202617383666,820057845634446490270,1000408836063939828245
18476463,745665122415220895963,874224061734893803634,838057845634446490269,982546067605086124185
18476509,770356123853606646219,849721610399798508552,865808221573966490255,955007604344069760380
18476640,770365021391244405814,849712780874257324038,865818221573966490253,954997680783304236276
18476734,783711327847883799403,836468546917949159774,880818221573966490252,940112400725480205795
18476859,697206664971901232338,922347901096340538248,783595072431138606750,1036632761385641280793
18476878,697225632181526716311,922329078024165275335,783616389800502677150,1036611606013288169205
18476914,696042137128252607947,923504049709665262989,782286252068630027280,1037932164277086473397
18477274,695235550303917540173,924304828097063626623,781379723928853406198,1038832164277086473417
18478347,757425153120340334312,862588926829363634607,851275020075172564852,969469264359935815814
18478348,764934204476693413925,855137231957518032536,859714491378430645106,961094256379950532561
18478353,831333461531883498361,789246649761965957406,934341045104265121513,887039405613235084818
18478353,831333461531883498361,789246649761965957406,934341045104265121513,887039405613235084818
18478357,887511120857893663175,733501459122870640861,997479479144265121511,824387025922788523844
18478363,948198819472080743219,673283111245735712947,1065686775460314504200,756707235930579019698
18478363,948198819472080743219,673283111245735712947,1065686775460314504200,756707235930579019698
18478367,999469241295340274309,622410958435177317011,1123309933586307493045,699531694919472908120
18478371,1055344449684501384701,566971614440592834662,1186108441065541393587,637223058247558659337
18478371,1055344449684501384701,566971614440592834662,1186108441065541393587,637223058247558659337
18478378,1108760463256761041964,513974061733502092493,1246143043611723862192,577658766569624772526
18478378,1108760463256761041964,513974061733502092493,1246143043611723862192,577658766569624772526
18478382,1153033707649860423071,470048972307207735348,1295902028845134356000,528291074951346082250
18478386,1202035207973389665913,421434202226844156847,1350975131447786390729,473652620965997388536
18478386,1202035207973389665913,421434202226844156847,1350975131447786390729,473652620965997388536
18478391,1243841189107958431167,379959319979432240456,1397961143574502756595,427038733016369887136
18478396,1288776868710961842408,335380714234408129065,1448464644017484009396,376936550187898002363
18478396,1288776868710961842408,335380714234408129065,1448464644017484009396,376936550187898002363
18478401,1330066705786635439769,294420065084380728353,1494870558503809687104,330900612136680820945
18478401,1330066705786635439769,294420065084380728353,1494870558503809687104,330900612136680820945
18478417,1371194568031471238300,253621132504518297478,1541094428431930400400,285046428382830894214
18478417,1371194568031471238300,253621132504518297478,1541094428431930400400,285046428382830894214
18478421,1404149999296359625721,220930014052900060111,1578133250414577928627,248304669277611894793
18478426,1410812462086703061515,214321066730065680382,1585621235362311228849,240876830709346488886
18478432,1441968322327714931014,183415821427294845626,1620637507851895133717,206142225967002526802
18478433,1448589596532718874824,176847884383936058297,1628079200682622157031,198760479116631689766
18478440,1484456106525012217575,141270758662508393474,1668389802843024534697,158775117806728872363
18478440,1484456106525012217575,141270758662508393474,1668389802843024534697,158775117806728872363
18478447,1491080694261447118418,134699706328000454263,1675835219773121360039,151389869660520936386
18478454,1497658189296629486562,128175392584703469930,1683227708912216010240,144057151318753056341
18478460,1504087437002188279615,121798153022563269625,1690453581920355013436,136889730598804303974
18479658,1567900502438430850456,17765510480655058479,1583093180140743914889,17937655125375749839
18480210,1567421728597783310478,18227546325782150922,1574004534505591262438,18304097771668730269
18480709,1532480882502220148315,52021918278803861362,1534790181569476294485,52100310230527241621
18480904,1491967725021326122339,91981702784998001737,1494215974715731710684,92120310230527241620
18480927,1485650822777492923710,98212413911112346062,1487829072063329505382,98356412162371826468
18481379,1485517833900462993372,98343588485237092958,1487695888199077831323,98487779063601991687
18481456,1483547391662085403980,100287150222639342111,1485722556914140496543,100434190435589681929
18481635,1483497008110108078686,100336846480835339307,1485672099490204545506,100483959558039691249
18481636,1482464697223021331984,101355075722018742809,1484638275037199022468,101503681718745919837
18481766,1473348329953035532402,110347116346907884283,1475508541422853687831,110508906401267634537
18481808,1468275567409504084397,110370808562404301708,1470435219474884527573,110533150393842695652
18481842,1463223351545008872560,115354147115349940553,1465375572424671395372,115523818822485542378
18481912,1464251514014396031968,114340406003542992838,1466405247194099395370,114508586622674087716
18482005,1460606019665372235703,117936208558404499402,1462754390773013000936,118109678159104638577
18482190,1438893768763239680679,139352671207747916189,1441010203830708110182,139557641780622781913
18482401,1438932120362946843628,139314856946657506521,1441048611840883005934,139519771899423397181
18482598,1439031673931939161886,139216698212343721717,1441148311840883005932,139421468785731516539
18482718,1438758348800806874632,139486301658962838364,1440874584682231448792,139691468785731516537
18482857,1577274608486006361191,2916742454715424166,1579594584682231448791,2921032622723615333
18483116,1576772663035258893100,3411809995798529767,1579091900931703287862,3416828347031542484
18483221,1536442605724894657867,43189758289855850701,1538702523086760581564,43253285091475614195
18483455,1535881453665387771789,43103105773424206891,1538141473879571040394,43166531170032479959
18483551,1538577486504575896702,40445012996803083861,1540841473879571040393,40504527060676658091
18483559,1547782835101087564966,31381792845326664252,1550060367970663081639,31427970553911197858
18483559,1547782835101087564966,31381792845326664252,1550060367970663081639,31427970553911197858
18483559,1547782835101087564966,31381792845326664252,1550060367970663081639,31427970553911197858
18483632,1446856492031630378327,31479746902552756050,1449130676587801217603,31529227106451504020
18484017,1478697696774659016450,87166015218659571,1481021929678040013146,87303023696504444
18484292,1404839630602440800239,2872566105993399210,1407159193560070892131,2877309065821453460
18484297,1401783742437070349632,5886584337788352579,1404098259747612585869,5896303812295947302
18484399,1400761091074204690013,6895225410581195060,1403073919861610049866,6906610275514166119
18484409,1400644377689674985394,7010339872164068404,1402957013768932370631,7021914805226638467
18484908,1372838588525047659714,33822916457363028337,1375106314273022627981,33878786899207450846
18485162,1366896987707664688388,39683245740124312469,1369154898812264688229,39748796576821568656
18485169,1368190318575670598767,38385079256643780194,1371176559189618213447,38468859328092552167
18485169,1368190318575670598767,38385079256643780194,1371176559189618213447,38468859328092552167
18485169,1368190318575670598767,38385079256643780194,1371176559189618213447,38468859328092552167
18485238,1368278189450358569839,38298531463366868252,1371264621853102826122,38382122633803973869
18485304,1367037668055170937746,39520863575903675448,1370021392870145798932,39607122633803973867
18485431,1338120976202108719623,68013866464063049590,1341041586844690870214,68162314942018977713
18487348,1404952245181964392849,1927721357911419992,1413077064283674968084,1938869343449893305
18487706,1392094295072457655641,14546287588437937478,1400146313623256277720,14630424832532639854
18487868,1388759750121299875855,17818770223605222115,1396792481316421347624,17921835848470396525
18488917,1388632863452493799038,17943295439857321450,1396665309917530641859,18047087135863026968
18488979,1394598357082437466415,12091177646292169077,1402665170991665381152,12161116980094417109
18489071,1394325920666824048109,12358542728271930297,1402391158714546254352,12430028589324266511
18489464,1394380030117674370149,12337105787049622683,1402445396234018660414,12408466013701913302
18491171,1406913782884348919283,76146272303895800,1427786953845006871191,77275989120343167
18491373,1404816774274563543630,2129991440101297411,1425658833720251270931,2161592292985704066
18491661,1404789793291130836726,2156417084716225434,1425631452443149734523,2188409992184575504
18491796,1404712698152557396193,2231925407602105910,1425553213510246281857,2265038567179521500
18493343,1404612244598959776565,2330311375627561641,1425453386414009660026,2364887715140068472
18493381,1403012882942595307296,3896755111805357287,1423830293992644375939,3954573791811840868
18493824,1403062151907052030795,3848519470280315399,1423880293992644375938,3905622446825271537
18494095,1403011215450554510953,3898407584648322830,1423828601758943928446,3956250783464889541
18494112,1402951026362589506917,3957357900966762887,1423767519606488834253,4016075783815993316
18494533,1402902700835796893686,4004688825837813974,1423718477042548748763,4064108988281479155
18494657,1402680598803437227659,4223201032645685745,1423492308652567270383,4285861081270401117
18494725,1402636361178983076391,4266528197796715897,1423447414670133020189,4329831095827402796
18495278,1402133317796562177897,4759218486097644849,1422936907583626245353,4829831478339622710
18496288,1401920073937427470519,4968073644220826166,1422720499804403667570,5041785440962603718
18496565,1401813852653867018923,5072108834648345601,1422609329299443731695,5147352006639453727
18496585,1401718025200444790752,5165964112484913490,1422512080275271667963,5242599598608614499
18496819,1401855978702737781884,5030903802700719458,1422652080275271667962,5105535710736970176
18497284,1402151593350508477166,4741488897732891570,1422952080275271667960,4811827424814355603
18498206,1402129301314445509105,4731733034710132404,1422929934420918728637,4801928445875505220
18498520,1400436284010293214534,6389907751051640714,1421211801150818380179,6484702237258606210
18498924,1390420777716023015852,16199334006667570548,1411047714499795500786,16439651645651380337
18498970,1390455266080037915264,16165568668971312766,1411082714499795500785,16405385398088623360
18499488,1390474914593708117957,16146332074093696872,1411102654499795500783,16385863427709695255
18500733,1390573452804814895659,16049859658965110948,1411202250564469443590,16287955178700379133
18500788,1390474953380469935290,16146332685824814857,1411102289926622847514,16385859357978775079
18500916,1391464677351723907665,15177358005640448647,1412106696197182691995,15402510188858616644
18501431,1391434535795436969815,15206879449821753806,1412076461051322726675,15432473439983166198
18501510,1391485339100154236204,15157141239744161549,1412128018022843387665,15381997363776502855
18501551,1391583877286589231562,15060668918015096044,1412228018022843387664,15284093875576314274
18501739,1391383832118760388228,15256598486349818384,1412025005185824298519,15482930058200778433
18502065,1391336270063794810133,15303182034553823016,1411976737547981223032,15530204673138750044
18502729,1392321651928144763715,14338459018926952046,1412976737547981223031,14551169995792329673
18504699,272430012775899402352,1108015122837701302052,275884481920457731226,1122064984725331972722
18504735,212407654376001359141,1167263836838464640653,215101027549659333211,1182064984725331972720
18504748,217345047209398304024,1162391936536967641779,220101027549659333210,1177131307716138931561
18505002,213402299456915375806,1161897905678041636024,256539458049040240727,1396764045136911614099
18505309,128822275108780666033,1245391989047126898244,154862420532273353864,1497135629474647342501
18505435,128779515190109196747,1245434201246126453488,154811017120079032761,1497186374451069634844
18505452,128576954201974451512,1245634167610898997319,154567510436926084790,1497426762033477771429
18505598,114475937206527409730,1259554634883207796678,137616112691173891356,1514161113720013811383
18505929,113638494864944306274,1260381359034574907528,136609389684890527108,1515154951960217921624
18505942,108201412067950401465,1265748866236231075495,130073254518314296538,1521607447514818059491
18506298,108308325313547902042,1265643363116980941872,130201779216284498934,1521480617986252567407
18506687,108302225070072784243,1265649385310049851479,130194445869085070707,1521487857505930173640
18506837,105838983406333018978,1268081112847173920282,127233284330208606395,1524411134650011202112
18507048,105796675503944400017,1268122879509963433124,127182424304906211336,1524461344029496833623
18507062,117363346948777040052,1256708793314914554841,141087183679290347526,1510740013500000597232
18507073,128198739159010755807,1246016425563623654111,154112842973666204853,1497886289640614533661
18507234,126122732762830718479,1249124055624875259223,151597552143304767198,1501427577787589264264
18507381,124780330847790893191,1250449265750478649545,149984006037423873696,1503020459631457792443
18507464,124727094832633532361,1250501820012290346708,149920017179848959245,1503083629032174263536
18507515,128836536390516407717,1246446633432089261093,154859501658214225538,1498209358188401070563
18507552,128757930238054913177,1246524232709664321658,154765018292404395402,1498302631306345553597
18507600,160198172553883012520,1215499475101409218986,192555697811176603017,1461011357907638052210
18507626,109255360932061105062,1265789540438910328486,131323235018857014467,1521459229875560016505
18507681,102583882067521662568,1272375671837750552240,123304221769740081470,1529375656805793687181
18507737,99654230227417462552,1271867675535866754535,119832773872538939830,1529402527223063240111
18508318,98828182721994332852,1272683159278140517604,118839463666846229159,1530383134656000270675
18508487,98910991382793363778,1272601442276057585173,118939039886556849384,1530284871140143502767
18509321,98888985895502951047,1272623166355384783352,118912578605621666792,1530310994032063539030
18509490,100552207516883683802,1270981871832452819050,120912578605621666791,1528337361051547768135
18509511,100801690760090793715,1270735677823588659796,121212578605621666790,1528041316308382657141
18510065,96867697085155927368,1274619363449786498775,116482007977674875864,1532711392233650843083
18510340,96887583621186097671,1274599739047921663583,116505921250295347672,1532687794173581681782
18510954,96916114081945824614,1274571584661620903423,116540228717674279675,1532653938930313033507
18510967,12680461766093257150,1357732665730657541192,15248072299067998752,1632653938930313033506
18512277,97015430010025575180,1274232681945701704815,99751805348096527339,1310173138896517691590
18512282,1082993189983151578963,298675997528460756196,1113539628380244079684,307100323778688807107
18512344,1082944291865276432749,298724380961472709070,1113489351063165076833,307150071893925550759
18512600,1082894196424723448172,298773949116325003301,1113437842652241659215,307201038146755429412
18513205,1078607771420225709972,303015263467922889522,1109053671849846041714,311568486228456169053
18513890,1078996790562868702860,302630491804570960393,1109453671849846041712,311172853601498232144
18514182,1059987784404798362690,321439598666735169117,1089908097789995611665,330512885800813967411
18515174,1059937001779560123178,321489847606125104164,1089855881721764909422,330564553118826694662
18516695,1059968032220243836655,321459155551497202396,1089887788059815929652,330532994718466876685
18517727,1059390370416748376972,321241336537910405122,1089311057890907404926,330314254229762594610
18517764,1066798876519032990448,313913639839349107803,1096928804705517596015,322779599143674299193
18517802,1074676389501403761706,306122095033305758254,1105028804705517596013,314767995345598748280
18519392,1050720761976296297801,305551191972570485433,1080932092694985680453,314336692788991322748
18519450,1050726389740931834356,305545625620115559579,1080937882274505593466,314330966387433915802
18519696,1052697476205308874192,304874663909776334818,1082936892264505593416,313632385872888037847
18519896,1052711310216060356379,304860980870566328258,1082951123666165990332,313618309779524318284
18520159,1049781208385314202751,307760268995885176109,1079936852764667294794,316600881831972014107
18520975,1025221263226392055422,332062180855311173241,1054671407291705394199,341600881831972014105
18521075,1025269721238639750860,332014250701749887846,1054721257291705394198,341551574853740695755
18522575,1025020633542295615140,332081710036198493244,1054468929400860989696,341622240369299118629
18522800,1021213003573940110328,335849375483427335033,1050551908255236616711,345498148834429619815
18523194,1007558334081024328559,349360813553666133605,1036504947393815696869,359397763310827229225
18523333,1009502479811567005410,347437822196678545881,1038504947393815696867,357419525438246745483
18523412,998982949699369398728,357847084701822879991,1027683196794634790907,368127840500861683053
18523514,999037609576007669819,357793019204526183753,1027739427020362790906,368072221730676585118
18524822,992252969317877479664,364506584061035138743,1020759867667848236858,374978663723206612062
18524853,991818334068703657816,364936667243715825754,1020312745579883668023,375421102966236645868
18525102,986722738068763778461,369978905769436545444,1015070755825836242672,380608202314301731829
18525593,991578066179378182041,365176340391971233154,1020065574922302964051,375667661796153687645
18525740,991626524011711958261,365128409236073558008,1020115424922302964050,375618353603722767418
18525776,983796990924890017455,372875965876741939327,1012060953527675100205,383588493412641079450
18526298,986910621388370738536,369800262956956275872,1015263950557645100388,380424394823885181571
18526768,988240417181196571721,368484916495966427401,1016631950557645100386,379071259276050143400
