id,blockNumber,balance_0,balance_1,total_supply
1762,18715786,52509041817667730284158,53182828131019551695112,97437854058614400079091
1763,18716053,52449114442701059660700,53141210556535820908250,97344231352996019434844
1764,18716136,52444658638254289507813,53145668480814670226931,97344231352996019434844
1765,18716167,52444676238254289507813,53145650874154563314213,97344231352996019434844
1766,18716294,52439546542734053281025,53150783040070178654244,97344231352996019434844
1767,18716298,52432549964086669720297,53157783040070178654243,97344231352996019434844
1768,18716597,52332543164619743807007,53257845289033690336349,97344231352996019434844
1769,18716711,52577543164619743807007,53012755683051962665392,97344231352996019434844
1770,18716825,52441840438426380668228,53148512548035651776264,97344231352996019434844
1771,18716827,52427664080578323368577,53162695860861331777839,97344231352996019434844
1772,18716884,52387473598911751383768,53202907396619676137532,97344231352996019434844
1773,18717043,52466473598911751383768,53123875790799261926283,97344231352996019434844
1774,18717068,52465750925740729230126,53124598790799261926283,97344231352996019434844
1775,18717214,52737599731836214851901,52852730118456681051776,97344231352996019434844
1776,18717214,52737599731836214851901,52852730118456681051776,97344231352996019434844
1777,18717216,52496395109342215305612,53093999333006747209939,97344231352996019434844
1778,18717264,52495245167271274020562,53095149753397440222516,97344231352996019434844
1779,18717299,52375458582582283042101,53214995023277222467835,97344231352996019434844
1780,18717401,52367873391049800631403,53222584521840626333178,97344231352996019434844
1781,18717477,52371384391049800631403,53219071870762118756798,97344231352996019434844
1782,18717556,52400884391049800631403,53189558593766534033982,97344231352996019434844
1783,18717567,52401682607486188542504,53188760032869957785017,97344231352996019434844
1784,18717577,52400052161469582311005,53190391346442174548988,97344231352996019434844
1785,18717654,52395054840789470849015,53195391346442174548988,97344231352996019434844
1786,18717706,52437259067528065432269,53153169674800625036578,97344231352996019434844
1787,18717743,52637159067528065432269,52953216638240814494773,97344231352996019434844
1788,18717896,52636701189312248721084,52953674627916260318480,97344231352996019434844
1789,18718062,52750686379420376401006,52839736629110062175292,97344231352996019434844
1790,18718062,52750686379420376401006,52839736629110062175292,97344231352996019434844
1791,18718159,52746605165344888256186,52843818279511836536746,97344231352996019434844
1792,18718177,52746402351656587832165,52844021115414084216779,97344231352996019434844
1793,18718191,52691950704428251894092,52898480545451777199108,97344231352996019434844
1794,18718292,52692705560016210054749,52897725632697293055318,97344231352996019434844
1795,18718294,52691973792251459591402,52898457529057603497633,97344231352996019434844
1796,18718302,52686974688267901711998,52903457529057603497633,97344231352996019434844
1797,18718305,52644354515590999191274,52946086581264736914154,97344231352996019434844
1798,18718553,52594367759440456546028,52996086581264736914154,97344231352996019434844
1799,18718584,52566878088102534042156,53023584837877723121086,97344231352996019434844
1800,18718700,52569978075658330807731,53021484119256914126601,97345153082516703870873
1801,18718735,52534893089783208837247,53056581293086156612068,97345153082516703870873
1802,18718843,52534893089783208837247,53056581293086156612068,97345153082516703870873
1803,18718958,52544893089783208837247,53046578666222226906215,97345153082516703870873
1804,18718963,52564821638807418830051,53026645246844472046510,97345153082516703870873
1805,18718977,52563821971547571842968,53027645246844472046510,97345153082516703870873
1806,18719114,52599890346960415657295,52991569247169297486328,97345153082516703870873
1807,18719132,52579896376886621535450,53011569247169297486327,97345153082516703870873
1808,18719180,52568691015607610125657,53022778201564361661114,97345153082516703870873
1809,18719225,52568691015607610125656,53022778201564361661114,97345153082516703870873
1810,18719547,52558299339823297966440,53033173346755226317242,97345153082516703870873
1811,18719759,52528310092552315884180,53063173346755226317241,97345153082516703870873
1812,18719764,52522852167794136915685,53068633346755226317241,97345153082516703870873
1813,18719830,52563263445113827940464,53028211610123485376203,97345153082516703870873
1814,18720331,52557702622910025761809,53039600545796397898506,97345153082516703870873
1815,18720396,52636702622910025761809,52960585047960026948467,97345153082516703870873
1816,18720398,52522746426834596692762,53074577433934981066892,97345153082516703870873
1817,18720726,52531156683806155579339,53064574613240302947667,97343687288449466569551
1818,18720757,52575656683806155579339,53020063543712309077213,97343687288449466569551
1819,18720779,52583832922447430164533,53011885534463729345583,97343687288449466569551
1820,18721074,52364795083068162932643,53011985534463729345583,97141820446182646137728
1821,18721107,52369268613260913707587,53007510467240238810657,97141820446182646137728
1822,18721124,52368668877895168203876,53008110467240238810657,97141820446182646137728
1823,18721200,52362126746945380577688,53014655513547962005280,97141820446182646137728
1824,18721227,52031427596609470650412,53345570401597060911865,97141820446182646137728
1825,18721237,51499631530418102701642,53878516304350625198933,97141820446182646137728
1826,18721237,51499631530418102701642,53878516304350625198933,97141820446182646137728
1827,18721237,51499631530418102701642,53878516304350625198933,97141820446182646137728
1828,18721238,51927510076512300160998,53450147500406576120898,97141820446182646137728
1829,18721238,51927510076512300160998,53450147500406576120898,97141820446182646137728
1830,18721243,52264310076512300160998,53113119704088564342677,97141820446182646137728
1831,18721605,52254108958265636013201,53122311922095017224874,97140885246889166219548
1832,18721655,52430266201073006105690,52946088834565198681868,97140885246889166219548
1833,18721741,52383759514713453648398,52992613862565198681866,97140885246889166219548
1834,18721751,52373505963592855771220,53002871814151914106220,97140885246889166219548
1835,18721793,52056480791352838181450,53320096644432357095181,97140885246889166219548
1836,18721799,52230299102326934210875,53146170998230875341585,97140885246889166219548
1837,18721808,52264963356115286267335,53111489769407486446468,97140885246889166219548
1838,18721819,52481744667434513582180,52894635702427068060314,97140885246889166219548
1839,18721819,52481744667434513582180,52894635702427068060314,97140885246889166219548
1840,18721820,52239017310496979764981,53137472668370143492776,97140885246889166219548
1841,18721827,52426545310496979764981,52949872404601041323288,97140885246889166219548
1842,18721841,52469672812913140313714,52906734377529129266962,97140885246889166219548
1843,18721856,52439682890174950447595,52936734377529129266961,97140885246889166219548
1844,18721879,52411693289500482040353,52964734377529129266960,97140885246889166219548
1845,18721914,52433107921796762322322,52943313844739690834016,97140885246889166219548
1846,18721926,52511202255213166738452,52865202753679691102915,97140885246889166219548
1847,18721930,52476938842055212891049,52899476026641381669058,97140885246889166219548
1848,18721931,52420323862501284729083,52956110449868159247337,97140885246889166219548
1849,18721937,52408838013865204709810,52967600722376225350083,97140885246889166219548
1850,18721946,52362896235286174485226,53013561812408489761072,97140885246889166219548
1851,18721950,52316957042161015572049,53059522902440754172060,97140885246889166219548
1852,18721963,52202926042926979789441,53173619435404622346489,97140885246889166219548
1853,18721964,52128290797687162821113,53248306206707052014346,97140885246889166219548
1854,18721968,52051404978006517135040,53325252251170828617535,97140885246889166219548
1855,18721980,52391004978006517135040,52985474926097243338602,97140885246889166219548
1856,18722115,52391196084171441238748,52985283759941500785283,97140885246889166219548
1857,18722171,52390696291156531846817,52985783759941500785282,97140885246889166219548
1858,18722237,52390703368694033085122,52985776680178789367297,97140885246889166219548
1859,18722283,52357575846458221108447,53018918604232800369613,97140885246889166219548
1860,18722430,52489729532080683631441,52886728704206817430146,97140885246889166219548
1861,18722438,52484559203806358223130,52891900564337796295100,97140885246889166219548
1862,18722496,52464565435736599713830,52911900564337796295099,97140885246889166219548
1863,18722568,52449559448335549367794,52926911550750174553650,97140885246889166219548
1864,18722734,52447580160677248595804,52928891518372560540990,97140885246889166219548
1865,18722747,52501580160677248595804,52874880089597992915610,97140885246889166219548
1866,18722820,52506580160677248595804,52869879212055423374046,97140885246889166219548
1867,18722839,52480851667951251217267,52895615120542584799673,97140885246889166219548
1868,18722851,52260827613315080111414,53115735722850381342989,97140885246889166219548
